row_id,Category,Order Date,Segment,Sales Target
1147,Technology,2018-04-07,Consumer,407
1148,Office Supplies,2018-04-07,Home Office,10
1149,Furniture,2018-04-09,Consumer,363
1150,Office Supplies,2018-04-09,Consumer,338
1151,Office Supplies,2018-04-10,Home Office,168
1152,Office Supplies,2018-04-10,Corporate,14
1153,Technology,2018-04-11,Consumer,755
1154,Office Supplies,2018-04-11,Consumer,487
1155,Furniture,2018-04-11,Consumer,105
1156,Office Supplies,2018-04-12,Home Office,41
1157,Furniture,2018-04-13,Consumer,1508
1158,Technology,2018-04-13,Consumer,809
1159,Technology,2018-04-13,Corporate,248
1160,Office Supplies,2018-04-13,Home Office,88
1161,Office Supplies,2018-04-13,Corporate,80
1162,Office Supplies,2018-04-13,Consumer,45
1163,Furniture,2018-04-13,Corporate,41
1164,Office Supplies,2018-04-14,Consumer,35
1165,Technology,2018-04-16,Consumer,2156
1166,Furniture,2018-04-16,Consumer,1548
1167,Office Supplies,2018-04-16,Corporate,130
1168,Furniture,2018-04-16,Corporate,109
1169,Technology,2018-04-16,Corporate,105
1170,Office Supplies,2018-04-16,Consumer,9
1171,Office Supplies,2018-04-17,Consumer,1507
1172,Technology,2018-04-17,Consumer,1122
1173,Office Supplies,2018-04-18,Home Office,858
1174,Technology,2018-04-18,Corporate,334
1175,Office Supplies,2018-04-18,Consumer,223
1176,Technology,2018-04-18,Consumer,99
1177,Office Supplies,2018-04-18,Corporate,96
1178,Furniture,2018-04-18,Consumer,94
1179,Furniture,2018-04-18,Corporate,61
1180,Office Supplies,2018-04-19,Consumer,290
1181,Furniture,2018-04-20,Corporate,578
1182,Office Supplies,2018-04-20,Consumer,325
1183,Technology,2018-04-20,Corporate,311
1184,Office Supplies,2018-04-20,Corporate,12
1185,Technology,2018-04-21,Consumer,404
1186,Furniture,2018-04-21,Consumer,346
1187,Office Supplies,2018-04-21,Consumer,19
1188,Technology,2018-04-22,Consumer,77
1189,Office Supplies,2018-04-22,Consumer,61
1190,Office Supplies,2018-04-24,Home Office,23
1191,Office Supplies,2018-04-25,Consumer,705
1192,Furniture,2018-04-25,Consumer,113
1193,Office Supplies,2018-04-25,Corporate,33
1194,Furniture,2018-04-26,Consumer,1514
1195,Technology,2018-04-26,Corporate,290
1196,Office Supplies,2018-04-26,Corporate,112
1197,Office Supplies,2018-04-26,Consumer,78
1198,Furniture,2018-04-26,Corporate,66
1199,Technology,2018-04-27,Consumer,1490
1200,Furniture,2018-04-27,Consumer,1382
1201,Office Supplies,2018-04-27,Home Office,45
1202,Office Supplies,2018-04-27,Consumer,24
1203,Office Supplies,2018-04-28,Home Office,4000
1204,Office Supplies,2018-04-28,Consumer,42
1205,Office Supplies,2018-04-29,Home Office,8
1206,Technology,2018-04-30,Consumer,900
1207,Furniture,2018-04-30,Home Office,213
1208,Technology,2018-04-30,Corporate,204
1209,Furniture,2018-04-30,Corporate,72
1210,Office Supplies,2018-04-30,Corporate,40
1211,Office Supplies,2018-05-01,Corporate,227
1212,Technology,2018-05-01,Corporate,95
1213,Office Supplies,2018-05-01,Consumer,72
1214,Furniture,2018-05-01,Corporate,64
1215,Technology,2018-05-02,Corporate,141
1216,Office Supplies,2018-05-02,Corporate,9
1217,Furniture,2018-05-03,Consumer,836
1218,Furniture,2018-05-03,Home Office,593
1219,Technology,2018-05-03,Consumer,360
1220,Office Supplies,2018-05-03,Consumer,314
1221,Office Supplies,2018-05-03,Home Office,14
1222,Technology,2018-05-04,Corporate,994
1223,Office Supplies,2018-05-04,Corporate,128
1224,Furniture,2018-05-04,Corporate,47
1225,Furniture,2018-05-07,Consumer,264
1226,Office Supplies,2018-05-07,Consumer,55
1227,Technology,2018-05-08,Consumer,2828
1228,Office Supplies,2018-05-08,Consumer,465
1229,Furniture,2018-05-08,Consumer,301
1230,Office Supplies,2018-05-08,Home Office,41
1231,Furniture,2018-05-08,Corporate,7
1232,Office Supplies,2018-05-09,Consumer,46
1233,Office Supplies,2018-05-10,Home Office,107
1234,Technology,2018-05-10,Consumer,46
1235,Furniture,2018-05-11,Home Office,198
1236,Technology,2018-05-12,Consumer,829
1237,Office Supplies,2018-05-12,Consumer,213
1238,Furniture,2018-05-12,Consumer,23
1239,Technology,2018-05-13,Home Office,229
1240,Office Supplies,2018-05-13,Home Office,16
1241,Furniture,2018-05-14,Corporate,1235
1242,Office Supplies,2018-05-14,Consumer,1163
1243,Office Supplies,2018-05-14,Home Office,502
1244,Office Supplies,2018-05-15,Corporate,73
1245,Technology,2018-05-16,Home Office,266
1246,Office Supplies,2018-05-17,Consumer,89
1247,Office Supplies,2018-05-17,Corporate,51
1248,Office Supplies,2018-05-18,Corporate,10
1249,Furniture,2018-05-20,Consumer,155
1250,Office Supplies,2018-05-20,Consumer,6
1251,Office Supplies,2018-05-21,Corporate,53
1252,Office Supplies,2018-05-21,Consumer,21
1253,Technology,2018-05-22,Consumer,3337
1254,Office Supplies,2018-05-22,Consumer,104
1255,Office Supplies,2018-05-23,Home Office,757
1256,Office Supplies,2018-05-23,Corporate,231
1257,Office Supplies,2018-05-23,Consumer,149
1258,Furniture,2018-05-23,Home Office,69
1259,Furniture,2018-05-24,Consumer,518
1260,Office Supplies,2018-05-24,Consumer,8
1261,Office Supplies,2018-05-25,Consumer,719
1262,Technology,2018-05-25,Corporate,601
1263,Office Supplies,2018-05-25,Home Office,128
1264,Office Supplies,2018-05-25,Corporate,60
1265,Furniture,2018-05-25,Home Office,13
1266,Technology,2018-05-26,Consumer,380
1267,Furniture,2018-05-26,Consumer,208
1268,Technology,2018-05-26,Home Office,166
1269,Office Supplies,2018-05-26,Home Office,160
1270,Office Supplies,2018-05-28,Consumer,660
1271,Technology,2018-05-28,Consumer,42
1272,Office Supplies,2018-05-28,Home Office,6
1273,Office Supplies,2018-05-29,Consumer,663
1274,Furniture,2018-05-29,Corporate,394
1275,Office Supplies,2018-05-29,Home Office,77
1276,Office Supplies,2018-05-29,Corporate,8
1277,Technology,2018-05-30,Consumer,387
1278,Technology,2018-05-30,Home Office,166
1279,Office Supplies,2018-05-30,Consumer,143
1280,Furniture,2018-05-31,Consumer,4213
1281,Office Supplies,2018-05-31,Corporate,688
1282,Office Supplies,2018-05-31,Consumer,300
1283,Furniture,2018-05-31,Corporate,61
1284,Furniture,2018-05-31,Home Office,24
1285,Office Supplies,2018-05-31,Home Office,7
1286,Office Supplies,2018-06-01,Consumer,467
1287,Technology,2018-06-01,Consumer,294
1288,Office Supplies,2018-06-01,Corporate,51
1289,Office Supplies,2018-06-01,Home Office,10
1290,Technology,2018-06-04,Consumer,1088
1291,Furniture,2018-06-04,Home Office,34
1292,Office Supplies,2018-06-04,Home Office,28
1293,Office Supplies,2018-06-04,Consumer,16
1294,Furniture,2018-06-05,Corporate,1294
1295,Office Supplies,2018-06-05,Corporate,9
1296,Office Supplies,2018-06-07,Home Office,50
1297,Office Supplies,2018-06-07,Corporate,7
1298,Office Supplies,2018-06-08,Corporate,841
1299,Furniture,2018-06-08,Corporate,182
1300,Office Supplies,2018-06-08,Consumer,123
1301,Technology,2018-06-08,Consumer,2
1302,Furniture,2018-06-09,Consumer,327
1303,Technology,2018-06-09,Consumer,181
1304,Office Supplies,2018-06-09,Consumer,115
1305,Office Supplies,2018-06-09,Home Office,100
1306,Office Supplies,2018-06-11,Corporate,1709
1307,Furniture,2018-06-11,Corporate,1161
1308,Technology,2018-06-11,Corporate,227
1309,Office Supplies,2018-06-11,Consumer,137
1310,Technology,2018-06-11,Consumer,55
1311,Furniture,2018-06-11,Consumer,32
1312,Technology,2018-06-12,Consumer,49
1313,Office Supplies,2018-06-12,Consumer,47
1314,Furniture,2018-06-12,Consumer,43
1315,Office Supplies,2018-06-12,Home Office,27
1316,Technology,2018-06-13,Corporate,810
1317,Office Supplies,2018-06-13,Corporate,73
1318,Technology,2018-06-13,Home Office,63
1319,Office Supplies,2018-06-13,Consumer,39
1320,Office Supplies,2018-06-13,Home Office,39
1321,Furniture,2018-06-14,Home Office,50
1322,Furniture,2018-06-15,Consumer,425
1323,Technology,2018-06-15,Corporate,221
1324,Office Supplies,2018-06-15,Consumer,79
1325,Technology,2018-06-15,Consumer,12
1326,Office Supplies,2018-06-16,Consumer,3362
1327,Furniture,2018-06-16,Consumer,201
1328,Technology,2018-06-16,Consumer,125
1329,Furniture,2018-06-18,Corporate,656
1330,Office Supplies,2018-06-18,Consumer,615
1331,Technology,2018-06-18,Consumer,505
1332,Furniture,2018-06-18,Home Office,68
1333,Furniture,2018-06-18,Consumer,60
1334,Office Supplies,2018-06-18,Corporate,38
1335,Office Supplies,2018-06-18,Home Office,23
1336,Office Supplies,2018-06-19,Home Office,219
1337,Office Supplies,2018-06-19,Consumer,211
1338,Furniture,2018-06-19,Consumer,11
1339,Technology,2018-06-20,Home Office,282
1340,Furniture,2018-06-20,Corporate,227
1341,Technology,2018-06-20,Corporate,128
1342,Technology,2018-06-20,Consumer,118
1343,Technology,2018-06-21,Consumer,93
1344,Office Supplies,2018-06-22,Consumer,1174
1345,Furniture,2018-06-22,Home Office,765
1346,Technology,2018-06-23,Consumer,569
1347,Office Supplies,2018-06-23,Corporate,148
1348,Technology,2018-06-23,Corporate,65
1349,Furniture,2018-06-23,Corporate,27
1350,Office Supplies,2018-06-23,Consumer,5
1351,Office Supplies,2018-06-25,Consumer,453
1352,Furniture,2018-06-25,Consumer,241
1353,Office Supplies,2018-06-25,Home Office,115
1354,Technology,2018-06-26,Consumer,933
1355,Furniture,2018-06-26,Consumer,366
1356,Office Supplies,2018-06-26,Consumer,182
1357,Office Supplies,2018-06-26,Home Office,46
1358,Technology,2018-06-26,Corporate,36
1359,Furniture,2018-06-28,Corporate,950
1360,Office Supplies,2018-06-28,Home Office,245
1361,Office Supplies,2018-06-28,Corporate,20
1362,Technology,2018-06-29,Home Office,243
1363,Furniture,2018-06-29,Consumer,124
1364,Office Supplies,2018-06-29,Consumer,26
1365,Furniture,2018-07-02,Consumer,870
1366,Office Supplies,2018-07-02,Consumer,604
1367,Furniture,2018-07-02,Corporate,142
1368,Technology,2018-07-02,Corporate,77
1369,Office Supplies,2018-07-02,Home Office,17
1370,Office Supplies,2018-07-02,Corporate,13
1371,Furniture,2018-07-03,Corporate,429
1372,Office Supplies,2018-07-03,Consumer,321
1373,Furniture,2018-07-03,Consumer,63
1374,Office Supplies,2018-07-03,Corporate,6
1375,Technology,2018-07-04,Consumer,1111
1376,Office Supplies,2018-07-04,Home Office,39
1377,Office Supplies,2018-07-05,Consumer,33
1378,Technology,2018-07-05,Consumer,30
1379,Office Supplies,2018-07-05,Corporate,21
1380,Office Supplies,2018-07-05,Home Office,18
1381,Furniture,2018-07-05,Corporate,9
1382,Office Supplies,2018-07-06,Corporate,533
1383,Furniture,2018-07-06,Home Office,329
1384,Furniture,2018-07-06,Consumer,175
1385,Furniture,2018-07-06,Corporate,153
1386,Technology,2018-07-06,Corporate,114
1387,Office Supplies,2018-07-08,Consumer,19
1388,Technology,2018-07-09,Consumer,772
1389,Office Supplies,2018-07-09,Consumer,418
1390,Furniture,2018-07-09,Consumer,187
1391,Office Supplies,2018-07-09,Corporate,183
1392,Office Supplies,2018-07-10,Consumer,39
1393,Technology,2018-07-11,Corporate,687
1394,Furniture,2018-07-11,Consumer,643
1395,Office Supplies,2018-07-11,Corporate,243
1396,Furniture,2018-07-11,Corporate,216
1397,Office Supplies,2018-07-11,Consumer,140
1398,Technology,2018-07-12,Consumer,1504
1399,Furniture,2018-07-12,Consumer,423
1400,Office Supplies,2018-07-12,Consumer,8
1401,Furniture,2018-07-13,Consumer,2028
1402,Office Supplies,2018-07-13,Home Office,41
1403,Office Supplies,2018-07-13,Corporate,33
1404,Office Supplies,2018-07-13,Consumer,21
1405,Furniture,2018-07-14,Consumer,553
1406,Office Supplies,2018-07-14,Consumer,285
1407,Furniture,2018-07-16,Corporate,2090
1408,Technology,2018-07-16,Corporate,510
1409,Furniture,2018-07-16,Home Office,151
1410,Office Supplies,2018-07-16,Home Office,147
1411,Office Supplies,2018-07-16,Corporate,89
1412,Furniture,2018-07-17,Corporate,232
1413,Furniture,2018-07-17,Consumer,199
1414,Office Supplies,2018-07-17,Corporate,22
1415,Technology,2018-07-18,Consumer,571
1416,Furniture,2018-07-18,Consumer,7
1417,Office Supplies,2018-07-18,Corporate,6
1418,Office Supplies,2018-07-18,Consumer,4
1419,Office Supplies,2018-07-19,Consumer,2
1420,Furniture,2018-07-20,Consumer,1130
1421,Technology,2018-07-20,Consumer,1073
1422,Office Supplies,2018-07-20,Consumer,390
1423,Furniture,2018-07-23,Home Office,115
1424,Office Supplies,2018-07-23,Home Office,63
1425,Office Supplies,2018-07-23,Consumer,11
1426,Technology,2018-07-24,Home Office,305
1427,Office Supplies,2018-07-24,Home Office,232
1428,Furniture,2018-07-24,Home Office,19
1429,Furniture,2018-07-25,Consumer,1355
1430,Technology,2018-07-25,Consumer,649
1431,Furniture,2018-07-25,Corporate,369
1432,Office Supplies,2018-07-25,Corporate,106
1433,Office Supplies,2018-07-25,Home Office,26
1434,Office Supplies,2018-07-25,Consumer,19
1435,Furniture,2018-07-26,Consumer,354
1436,Furniture,2018-07-26,Corporate,290
1437,Office Supplies,2018-07-26,Consumer,166
1438,Office Supplies,2018-07-26,Corporate,122
1439,Technology,2018-07-27,Consumer,30
1440,Technology,2018-07-30,Consumer,178
1441,Furniture,2018-07-30,Home Office,164
1442,Office Supplies,2018-07-30,Corporate,53
1443,Office Supplies,2018-07-30,Consumer,11
1444,Furniture,2018-07-30,Consumer,5
1445,Technology,2018-07-31,Consumer,2171
1446,Furniture,2018-07-31,Consumer,1091
1447,Technology,2018-07-31,Corporate,223
1448,Office Supplies,2018-07-31,Corporate,57
1449,Office Supplies,2018-07-31,Consumer,18
1450,Furniture,2018-08-01,Home Office,1035
1451,Office Supplies,2018-08-01,Home Office,7
1452,Technology,2018-08-02,Consumer,547
1453,Technology,2018-08-02,Home Office,322
1454,Furniture,2018-08-02,Consumer,283
1455,Furniture,2018-08-02,Home Office,95
1456,Office Supplies,2018-08-02,Home Office,8
1457,Office Supplies,2018-08-02,Consumer,6
1458,Office Supplies,2018-08-05,Corporate,58
1459,Furniture,2018-08-05,Corporate,13
1460,Furniture,2018-08-06,Corporate,373
1461,Office Supplies,2018-08-06,Corporate,132
1462,Technology,2018-08-07,Corporate,455
1463,Furniture,2018-08-07,Consumer,228
1464,Office Supplies,2018-08-07,Consumer,122
1465,Office Supplies,2018-08-07,Corporate,92
1466,Office Supplies,2018-08-07,Home Office,20
1467,Office Supplies,2018-08-08,Consumer,591
1468,Furniture,2018-08-08,Consumer,133
1469,Technology,2018-08-08,Consumer,85
1470,Technology,2018-08-09,Consumer,1336
1471,Office Supplies,2018-08-09,Consumer,1216
1472,Furniture,2018-08-09,Home Office,632
1473,Furniture,2018-08-09,Corporate,626
1474,Furniture,2018-08-09,Consumer,375
1475,Office Supplies,2018-08-09,Corporate,187
1476,Technology,2018-08-10,Consumer,497
1477,Office Supplies,2018-08-10,Consumer,186
1478,Office Supplies,2018-08-10,Home Office,79
1479,Technology,2018-08-11,Home Office,149
1480,Furniture,2018-08-11,Consumer,45
1481,Office Supplies,2018-08-11,Home Office,11
1482,Office Supplies,2018-08-13,Consumer,396
1483,Office Supplies,2018-08-13,Corporate,115
1484,Furniture,2018-08-13,Consumer,29
1485,Office Supplies,2018-08-15,Corporate,307
1486,Furniture,2018-08-15,Consumer,115
1487,Office Supplies,2018-08-15,Consumer,67
1488,Technology,2018-08-16,Consumer,1955
1489,Technology,2018-08-16,Corporate,512
1490,Office Supplies,2018-08-16,Consumer,321
1491,Furniture,2018-08-16,Consumer,289
1492,Furniture,2018-08-16,Corporate,252
1493,Office Supplies,2018-08-16,Corporate,27
1494,Technology,2018-08-17,Consumer,286
1495,Office Supplies,2018-08-17,Corporate,48
1496,Office Supplies,2018-08-17,Consumer,47
1497,Furniture,2018-08-21,Corporate,1320
1498,Office Supplies,2018-08-21,Home Office,940
1499,Furniture,2018-08-21,Home Office,522
1500,Office Supplies,2018-08-21,Corporate,131
1501,Technology,2018-08-21,Home Office,22
1502,Office Supplies,2018-08-22,Corporate,45
1503,Office Supplies,2018-08-22,Home Office,16
1504,Office Supplies,2018-08-23,Consumer,1017
1505,Technology,2018-08-23,Consumer,254
1506,Technology,2018-08-24,Consumer,3511
1507,Office Supplies,2018-08-24,Consumer,1893
1508,Furniture,2018-08-24,Consumer,906
1509,Furniture,2018-08-24,Corporate,287
1510,Technology,2018-08-24,Corporate,24
1511,Office Supplies,2018-08-25,Home Office,113
1512,Furniture,2018-08-25,Home Office,38
1513,Furniture,2018-08-25,Consumer,28
1514,Office Supplies,2018-08-25,Consumer,4
1515,Office Supplies,2018-08-27,Consumer,578
1516,Office Supplies,2018-08-27,Home Office,5
1517,Technology,2018-08-28,Corporate,3939
1518,Office Supplies,2018-08-28,Consumer,1629
1519,Office Supplies,2018-08-28,Corporate,484
1520,Furniture,2018-08-28,Consumer,302
1521,Furniture,2018-08-28,Corporate,88
1522,Technology,2018-08-28,Consumer,39
1523,Technology,2018-08-29,Home Office,266
1524,Furniture,2018-08-31,Corporate,1537
1525,Technology,2018-08-31,Home Office,556
1526,Technology,2018-08-31,Corporate,293
1527,Office Supplies,2018-08-31,Corporate,126
1528,Office Supplies,2018-08-31,Consumer,62
1529,Office Supplies,2018-08-31,Home Office,23
1530,Office Supplies,2018-09-01,Home Office,1324
1531,Technology,2018-09-01,Consumer,835
1532,Furniture,2018-09-01,Home Office,168
1533,Office Supplies,2018-09-01,Consumer,18
1534,Office Supplies,2018-09-03,Consumer,793
1535,Office Supplies,2018-09-03,Corporate,539
1536,Technology,2018-09-03,Corporate,248
1537,Furniture,2018-09-03,Corporate,210
1538,Furniture,2018-09-03,Home Office,131
1539,Office Supplies,2018-09-03,Home Office,6
1540,Technology,2018-09-04,Consumer,608
1541,Office Supplies,2018-09-04,Consumer,306
1542,Technology,2018-09-04,Corporate,117
1543,Office Supplies,2018-09-04,Corporate,18
1544,Furniture,2018-09-05,Consumer,747
1545,Office Supplies,2018-09-05,Home Office,94
1546,Furniture,2018-09-05,Home Office,65
1547,Office Supplies,2018-09-05,Corporate,32
1548,Office Supplies,2018-09-05,Consumer,27
1549,Furniture,2018-09-05,Corporate,6
1550,Furniture,2018-09-06,Home Office,459
1551,Technology,2018-09-06,Corporate,396
1552,Furniture,2018-09-06,Consumer,81
1553,Office Supplies,2018-09-06,Corporate,58
1554,Office Supplies,2018-09-06,Home Office,10
1555,Technology,2018-09-07,Corporate,873
1556,Office Supplies,2018-09-07,Consumer,652
1557,Technology,2018-09-07,Home Office,554
1558,Furniture,2018-09-07,Corporate,500
1559,Office Supplies,2018-09-07,Corporate,244
1560,Furniture,2018-09-07,Consumer,74
1561,Office Supplies,2018-09-08,Consumer,65
1562,Furniture,2018-09-08,Corporate,19
1563,Furniture,2018-09-10,Corporate,584
1564,Office Supplies,2018-09-10,Consumer,371
1565,Office Supplies,2018-09-10,Corporate,296
1566,Office Supplies,2018-09-11,Corporate,1218
1567,Office Supplies,2018-09-11,Home Office,359
1568,Furniture,2018-09-11,Corporate,231
1569,Office Supplies,2018-09-11,Consumer,209
1570,Technology,2018-09-11,Corporate,18
1571,Furniture,2018-09-11,Home Office,10
1572,Technology,2018-09-12,Consumer,452
1573,Office Supplies,2018-09-12,Consumer,214
1574,Furniture,2018-09-13,Consumer,1834
1575,Furniture,2018-09-13,Corporate,1135
1576,Office Supplies,2018-09-13,Corporate,214
1577,Technology,2018-09-13,Consumer,192
1578,Office Supplies,2018-09-13,Consumer,81
1579,Office Supplies,2018-09-14,Consumer,1261
1580,Technology,2018-09-14,Consumer,898
1581,Furniture,2018-09-14,Consumer,794
1582,Furniture,2018-09-14,Corporate,184
1583,Office Supplies,2018-09-14,Home Office,23
1584,Furniture,2018-09-15,Consumer,1617
1585,Office Supplies,2018-09-15,Corporate,295
1586,Office Supplies,2018-09-15,Consumer,200
1587,Furniture,2018-09-15,Corporate,119
1588,Technology,2018-09-15,Consumer,53
1589,Office Supplies,2018-09-16,Consumer,30
1590,Furniture,2018-09-17,Consumer,9254
1591,Technology,2018-09-17,Consumer,994
1592,Office Supplies,2018-09-17,Consumer,430
1593,Furniture,2018-09-17,Home Office,372
1594,Office Supplies,2018-09-17,Corporate,31
1595,Office Supplies,2018-09-17,Home Office,28
1596,Furniture,2018-09-17,Corporate,24
1597,Technology,2018-09-18,Corporate,2551
1598,Office Supplies,2018-09-18,Corporate,718
1599,Office Supplies,2018-09-18,Consumer,550
1600,Furniture,2018-09-18,Corporate,22
1601,Office Supplies,2018-09-18,Home Office,17
1602,Technology,2018-09-19,Consumer,274
1603,Furniture,2018-09-19,Home Office,118
1604,Technology,2018-09-19,Corporate,67
1605,Office Supplies,2018-09-19,Corporate,21
1606,Office Supplies,2018-09-19,Home Office,7
1607,Office Supplies,2018-09-20,Consumer,1610
1608,Office Supplies,2018-09-20,Corporate,88
1609,Furniture,2018-09-21,Consumer,1622
1610,Office Supplies,2018-09-21,Consumer,1328
1611,Technology,2018-09-21,Corporate,1196
1612,Furniture,2018-09-21,Home Office,1144
1613,Technology,2018-09-21,Consumer,811
1614,Technology,2018-09-21,Home Office,507
1615,Furniture,2018-09-21,Corporate,185
1616,Office Supplies,2018-09-21,Corporate,24
1617,Office Supplies,2018-09-21,Home Office,8
1618,Office Supplies,2018-09-22,Home Office,748
1619,Technology,2018-09-22,Consumer,612
1620,Furniture,2018-09-22,Consumer,223
1621,Office Supplies,2018-09-22,Corporate,68
1622,Office Supplies,2018-09-22,Consumer,57
1623,Furniture,2018-09-22,Home Office,53
1624,Furniture,2018-09-24,Home Office,1225
1625,Office Supplies,2018-09-24,Corporate,1060
1626,Technology,2018-09-24,Home Office,715
1627,Furniture,2018-09-24,Consumer,450
1628,Office Supplies,2018-09-24,Consumer,213
1629,Technology,2018-09-24,Consumer,51
1630,Office Supplies,2018-09-24,Home Office,17
1631,Furniture,2018-09-24,Corporate,13
1632,Furniture,2018-09-25,Consumer,1182
1633,Technology,2018-09-25,Corporate,1155
1634,Furniture,2018-09-25,Corporate,292
1635,Office Supplies,2018-09-25,Consumer,259
1636,Technology,2018-09-25,Home Office,172
1637,Office Supplies,2018-09-25,Corporate,33
1638,Office Supplies,2018-09-25,Home Office,12
1639,Technology,2018-09-26,Consumer,2226
1640,Office Supplies,2018-09-26,Corporate,796
1641,Office Supplies,2018-09-26,Consumer,450
1642,Technology,2018-09-26,Corporate,253
1643,Office Supplies,2018-09-26,Home Office,194
1644,Technology,2018-09-27,Consumer,2059
1645,Office Supplies,2018-09-27,Home Office,175
1646,Office Supplies,2018-09-27,Corporate,150
1647,Office Supplies,2018-09-27,Consumer,146
1648,Furniture,2018-09-27,Consumer,27
1649,Office Supplies,2018-09-28,Corporate,378
1650,Office Supplies,2018-09-28,Consumer,321
1651,Technology,2018-09-28,Consumer,308
1652,Technology,2018-09-28,Corporate,34
1653,Technology,2018-10-01,Consumer,586
1654,Technology,2018-10-01,Home Office,337
1655,Office Supplies,2018-10-01,Corporate,130
1656,Office Supplies,2018-10-01,Home Office,23
1657,Office Supplies,2018-10-01,Consumer,3
1658,Technology,2018-10-02,Consumer,501
1659,Office Supplies,2018-10-02,Home Office,236
1660,Office Supplies,2018-10-02,Corporate,217
1661,Office Supplies,2018-10-02,Consumer,108
1662,Technology,2018-10-02,Corporate,86
1663,Furniture,2018-10-02,Consumer,12
1664,Furniture,2018-10-03,Consumer,141
1665,Technology,2018-10-03,Consumer,66
1666,Office Supplies,2018-10-03,Consumer,34
1667,Office Supplies,2018-10-03,Corporate,13
1668,Furniture,2018-10-04,Corporate,409
1669,Furniture,2018-10-04,Home Office,67
1670,Office Supplies,2018-10-04,Consumer,30
1671,Office Supplies,2018-10-04,Home Office,21
1672,Furniture,2018-10-05,Consumer,390
1673,Technology,2018-10-05,Consumer,297
1674,Office Supplies,2018-10-05,Home Office,68
1675,Office Supplies,2018-10-05,Corporate,67
1676,Furniture,2018-10-08,Consumer,127
1677,Furniture,2018-10-08,Corporate,62
1678,Office Supplies,2018-10-08,Consumer,3
1679,Technology,2018-10-09,Corporate,701
1680,Technology,2018-10-09,Consumer,613
1681,Furniture,2018-10-09,Consumer,421
1682,Office Supplies,2018-10-09,Consumer,409
1683,Office Supplies,2018-10-09,Corporate,81
1684,Office Supplies,2018-10-10,Consumer,1611
1685,Furniture,2018-10-10,Corporate,333
1686,Office Supplies,2018-10-10,Corporate,84
1687,Furniture,2018-10-11,Consumer,977
1688,Technology,2018-10-11,Consumer,30
1689,Office Supplies,2018-10-11,Consumer,20
1690,Furniture,2018-10-12,Home Office,1464
1691,Technology,2018-10-12,Consumer,388
1692,Furniture,2018-10-12,Consumer,229
1693,Office Supplies,2018-10-12,Consumer,82
1694,Office Supplies,2018-10-12,Home Office,66
1695,Technology,2018-10-12,Home Office,62
1696,Furniture,2018-10-13,Consumer,317
1697,Technology,2018-10-13,Consumer,71
1698,Furniture,2018-10-15,Consumer,2654
1699,Technology,2018-10-15,Home Office,296
1700,Technology,2018-10-15,Consumer,277
1701,Office Supplies,2018-10-15,Home Office,9
1702,Office Supplies,2018-10-15,Consumer,5
1703,Technology,2018-10-16,Corporate,734
1704,Office Supplies,2018-10-17,Consumer,86
1705,Technology,2018-10-18,Consumer,245
1706,Office Supplies,2018-10-18,Home Office,71
1707,Technology,2018-10-18,Home Office,29
1708,Office Supplies,2018-10-18,Consumer,19
1709,Furniture,2018-10-18,Consumer,9
1710,Office Supplies,2018-10-19,Home Office,1739
1711,Technology,2018-10-19,Home Office,232
1712,Technology,2018-10-19,Corporate,141
1713,Office Supplies,2018-10-19,Consumer,38
1714,Office Supplies,2018-10-19,Corporate,36
1715,Furniture,2018-10-20,Consumer,387
1716,Technology,2018-10-20,Corporate,245
1717,Office Supplies,2018-10-20,Consumer,21
1718,Furniture,2018-10-20,Corporate,16
1719,Office Supplies,2018-10-22,Consumer,16
1720,Furniture,2018-10-23,Consumer,1313
1721,Technology,2018-10-23,Consumer,762
1722,Office Supplies,2018-10-23,Consumer,139
1723,Office Supplies,2018-10-23,Corporate,3
1724,Furniture,2018-10-24,Home Office,441
1725,Furniture,2018-10-24,Corporate,368
1726,Office Supplies,2018-10-24,Corporate,23
1727,Office Supplies,2018-10-24,Home Office,3
1728,Furniture,2018-10-25,Corporate,812
1729,Furniture,2018-10-25,Consumer,243
1730,Technology,2018-10-25,Corporate,138
1731,Office Supplies,2018-10-25,Consumer,133
1732,Office Supplies,2018-10-26,Corporate,1087
1733,Technology,2018-10-26,Corporate,162
1734,Furniture,2018-10-28,Consumer,57
1735,Office Supplies,2018-10-28,Consumer,49
1736,Office Supplies,2018-10-29,Corporate,234
1737,Technology,2018-10-30,Corporate,1478
1738,Technology,2018-10-30,Home Office,261
1739,Office Supplies,2018-10-30,Consumer,161
1740,Furniture,2018-10-30,Corporate,14
1741,Technology,2018-10-31,Consumer,1153
1742,Furniture,2018-10-31,Consumer,749
1743,Office Supplies,2018-10-31,Consumer,660
1744,Office Supplies,2018-10-31,Corporate,436
1745,Office Supplies,2018-10-31,Home Office,76
1746,Technology,2018-11-01,Consumer,2025
1747,Furniture,2018-11-01,Consumer,952
1748,Technology,2018-11-01,Home Office,30
1749,Office Supplies,2018-11-01,Consumer,21
1750,Technology,2018-11-01,Corporate,4
1751,Office Supplies,2018-11-01,Home Office,3
1752,Furniture,2018-11-02,Home Office,2333
1753,Furniture,2018-11-02,Consumer,1547
1754,Technology,2018-11-02,Consumer,421
1755,Technology,2018-11-02,Corporate,345
1756,Office Supplies,2018-11-02,Consumer,304
1757,Office Supplies,2018-11-02,Corporate,26
1758,Furniture,2018-11-03,Corporate,1449
